County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Rensselaer,1986,2524,544,38,176,42,288,1980,48,804,529,599
Richmond,1986,5877,2337,405,1096,0,836,3540,437,504,1051,1548
Rockland,1986,3047,985,124,218,107,536,2062,231,660,515,656
Saratoga,1986,3650,664,41,151,52,420,2986,82,1136,822,946
Schenectady,1986,2613,603,45,140,74,344,2010,51,607,629,723
Schoharie,1986,810,141,5,33,4,99,669,5,214,215,235
Schuyler,1986,333,63,1,19,10,33,270,2,90,69,109
Seneca,1986,744,152,8,31,26,87,592,13,178,189,212
Steuben,1986,1515,330,17,67,56,190,1185,21,446,312,406
St. Lawrence,1986,2498,372,20,84,55,213,2126,74,707,715,630
Suffolk,1986,21689,5321,567,1808,86,2860,16368,1884,7970,3063,3451
Sullivan,1986,2185,637,43,245,47,302,1548,70,492,519,467
Tioga,1986,875,186,17,40,41,88,689,20,234,160,275
Tompkins,1986,1695,301,20,84,10,187,1394,24,384,593,393
Ulster,1986,3659,910,42,262,82,524,2749,142,760,897,950
Unknown-NonNYS,1986,178,167,12,54,2,99,11,0,2,4,5
Unknown NYC county,1986,144,82,6,26,0,50,62,8,6,20,28
Warren,1986,1824,332,26,106,12,188,1492,73,589,424,406
Washington,1986,1115,251,8,67,42,134,864,26,350,180,308
Wayne,1986,2490,405,27,100,31,247,2085,57,668,541,819
Westchester,1986,15510,4443,741,1337,140,2225,11067,1924,2732,3739,2672
Wyoming,1986,618,120,3,34,16,67,498,8,204,115,171
Yates,1986,282,82,6,26,9,41,200,12,56,42,90
Albany,1985,6261,1736,162,569,159,846,4525,195,1736,1346,1248
Allegany,1985,565,117,6,27,4,80,448,5,144,146,153
Bronx,1985,39093,21221,4641,9028,1,7551,17872,4859,1350,4847,6816
Broome,1985,3568,829,47,234,84,464,2739,63,633,1043,1000
Cattaraugus,1985,1356,246,13,57,51,125,1110,17,461,318,314
Cayuga,1985,1470,297,17,65,28,187,1173,26,362,411,374
Chautauqua,1985,2394,429,22,110,65,232,1965,17,754,646,548
Chemung,1985,1793,417,6,98,43,270,1376,7,265,716,388
Chenango,1985,1080,155,2,46,24,83,925,22,344,274,285
Clinton,1985,1509,313,27,78,30,178,1196,56,512,381,247
Columbia,1985,1358,319,21,83,16,199,1039,27,277,326,409
Cortland,1985,1404,191,14,53,0,124,1213,25,477,319,392
Delaware,1985,919,159,11,29,7,112,760,11,242,271,236
Dutchess,1985,5076,1310,88,428,118,676,3766,158,1454,1172,982
Erie,1985,20451,5263,346,2061,282,2574,15188,1164,3620,5371,5033
Essex,1985,709,129,3,25,19,82,580,8,273,153,146
Franklin,1985,888,154,16,35,12,91,734,19,251,206,258
Fulton,1985,774,190,3,43,19,125,584,7,191,205,181
Genesee,1985,1040,196,1,51,20,124,844,18,359,225,242
Greene,1985,695,175,12,50,9,104,520,27,192,133,168
Hamilton,1985,100,24,0,3,2,19,76,1,38,16,21
Herkimer,1985,928,182,8,43,28,103,746,22,279,222,223
Jefferson,1985,1279,331,12,93,36,190,948,21,407,213,307
Kings,1985,55311,31842,4890,15595,10,11347,23469,6113,2004,7243,8109
Lewis,1985,285,63,1,7,13,42,222,6,83,54,79
Livingston,1985,1514,169,5,44,18,102,1345,18,495,364,468
Madison,1985,1104,212,6,49,20,137,892,2,362,252,276
Monroe,1985,14536,3441,152,1278,322,1689,11095,284,2160,4408,4243
Montgomery,1985,985,159,18,24,31,86,826,43,306,256,221
Nassau,1985,17541,4998,429,1611,247,2711,12543,1072,4534,3832,3105
New York,1985,105429,37416,9135,13518,23,14740,68013,20669,1131,20714,25499
Niagara,1985,4024,923,40,334,31,518,3101,72,1139,1018,872
Oneida,1985,3231,804,53,271,31,449,2427,52,847,755,773
Onondaga,1985,8207,2777,259,1078,58,1382,5430,125,1516,2031,1758
Ontario,1985,1827,311,27,79,73,132,1516,28,530,406,552
Orange,1985,6106,1611,170,511,176,754,4495,237,1152,1419,1687
Orleans,1985,595,186,2,54,28,102,409,7,91,138,173
Oswego,1985,1855,400,22,107,24,247,1455,15,558,473,409
Otsego,1985,1390,220,6,71,30,113,1170,39,482,379,270
Putnam,1985,1273,267,42,55,4,166,1006,55,505,222,224
Queens,1985,28207,13823,2208,6002,18,5595,14384,2805,1550,4371,5658
Rensselaer,1985,2376,494,33,182,23,256,1882,55,893,413,521
Richmond,1985,5639,2148,120,1120,1,907,3491,466,539,1072,1414
Rockland,1985,3436,916,117,247,102,450,2520,202,1013,640,665
Saratoga,1985,3694,642,63,171,36,372,3052,73,1293,756,930
Schenectady,1985,2301,524,42,142,70,270,1777,28,667,550,532
Schoharie,1985,667,92,3,26,10,53,575,3,208,179,185
Schuyler,1985,337,72,3,26,8,35,265,4,79,71,111
Seneca,1985,746,149,4,31,26,88,597,9,189,169,230
Steuben,1985,1411,296,7,66,40,183,1115,16,366,349,384
St. Lawrence,1985,2277,367,24,87,45,211,1910,103,643,571,593
Suffolk,1985,22202,5273,525,1885,80,2783,16929,1515,9035,2914,3465
Sullivan,1985,2095,505,19,199,27,260,1590,78,530,503,479
Tioga,1985,772,142,6,25,37,74,630,13,252,173,192
Tompkins,1985,1756,292,22,95,5,170,1464,18,383,659,404
Ulster,1985,3465,860,62,264,48,486,2605,99,804,822,880
Unknown-NonNYS,1985,162,153,10,57,0,86,9,1,2,2,4
Unknown NYC county,1985,123,74,9,33,0,32,49,5,3,13,28
Warren,1985,1643,268,18,65,5,180,1375,53,637,359,326
Washington,1985,1123,225,4,60,42,119,898,7,432,180,279
Wayne,1985,2519,398,21,107,27,243,2121,57,733,504,827
Westchester,1985,15009,4271,463,1315,120,2373,10738,1560,3149,3649,2380
Wyoming,1985,650,129,3,23,22,81,521,8,185,148,180
Yates,1985,274,56,4,8,15,29,218,3,65,76,74
Albany,1984,5932,1702,150,592,116,844,4230,199,1602,1196,1233
Allegany,1984,607,126,3,40,14,69,481,9,183,127,162
Bronx,1984,37028,20468,3518,9064,9,7877,16560,4019,1587,4337,6617
Broome,1984,3509,811,57,253,97,404,2698,67,769,1023,839
Cattaraugus,1984,1301,200,11,42,44,103,1101,25,478,319,279
Cayuga,1984,1429,270,7,58,21,184,1159,26,372,417,344
Chautauqua,1984,2401,420,12,123,72,213,1981,24,781,636,540
Chemung,1984,1708,376,5,116,31,224,1332,4,303,656,369
Chenango,1984,1102,175,11,44,19,101,927,6,350,253,318
Clinton,1984,1623,312,7,63,26,216,1311,59,505,460,287
Columbia,1984,1363,310,45,90,29,146,1053,28,318,305,402
Cortland,1984,1282,181,2,57,4,118,1101,7,445,286,363
Delaware,1984,885,154,13,41,13,87,731,6,234,220,271
Dutchess,1984,5136,1166,80,381,118,587,3970,183,1599,1114,1074
Erie,1984,20614,5206,282,2115,247,2562,15408,967,4382,5229,4830
Essex,1984,755,170,2,48,17,103,585,8,241,174,162
Franklin,1984,899,148,10,44,11,83,751,18,250,228,255
Fulton,1984,865,221,50,59,13,99,644,7,182,285,170
Genesee,1984,964,174,19,48,17,90,790,6,428,183,173
Greene,1984,704,215,17,57,14,127,489,9,201,127,152
Hamilton,1984,77,9,0,1,0,8,68,1,33,13,21
Herkimer,1984,863,174,4,54,18,98,689,15,279,218,177
Jefferson,1984,1350,351,10,93,39,209,999,29,331,290,349
Kings,1984,51925,31097,3802,16422,6,10867,20828,4939,1707,7213,6969
Lewis,1984,229,48,2,12,10,24,181,5,83,32,61
Livingston,1984,1356,159,5,25,26,103,1197,9,414,292,482
Madison,1984,1054,185,4,43,12,126,869,7,348,249,265
Monroe,1984,14100,3123,166,1083,342,1532,10977,272,2790,3913,4002
Montgomery,1984,979,178,18,27,30,103,801,28,333,232,208
Nassau,1984,16763,4682,472,1601,183,2426,12081,1043,4775,3696,2567
New York,1984,99075,39473,11045,13942,17,14469,59602,17935,1141,17977,22549
Niagara,1984,3708,895,25,299,32,539,2813,68,917,946,882
Oneida,1984,3081,747,29,279,30,409,2334,59,714,793,768
Onondaga,1984,7851,2445,217,947,70,1211,5406,152,1370,1961,1923
Ontario,1984,1690,301,18,81,40,162,1389,15,449,429,496
Orange,1984,6440,1540,149,500,186,705,4900,302,1504,1431,1663
Orleans,1984,718,145,4,52,18,71,573,8,166,185,214
Oswego,1984,1930,311,18,98,13,182,1619,25,675,496,423
Otsego,1984,1176,194,20,39,20,115,982,19,418,265,280
Putnam,1984,1346,252,34,64,10,144,1094,52,583,202,257
Queens,1984,27060,13601,1726,5887,30,5958,13459,2742,1581,4222,4914
Rensselaer,1984,2230,491,19,187,28,257,1739,51,663,488,537
Richmond,1984,5301,2108,92,1162,4,850,3193,365,624,1062,1142
Rockland,1984,3251,885,87,253,98,447,2366,185,930,536,715
Saratoga,1984,3424,475,23,135,32,285,2949,25,1295,744,885
Schenectady,1984,2598,568,37,164,87,280,2030,29,820,553,628
Schoharie,1984,652,105,6,21,12,66,547,12,197,151,187
Schuyler,1984,327,65,0,18,16,31,262,3,101,55,103
Seneca,1984,718,109,0,20,26,63,609,6,210,172,221
Steuben,1984,1317,258,3,72,37,146,1059,9,361,363,326
St. Lawrence,1984,2303,400,17,95,69,219,1903,85,627,641,550
Suffolk,1984,21320,5338,409,2020,117,2792,15982,1407,8470,2931,3174
Sullivan,1984,2484,616,53,200,48,315,1868,103,658,564,543
Tioga,1984,744,104,0,23,36,45,640,11,288,147,194
Tompkins,1984,1455,242,12,66,7,157,1213,7,417,444,345
Ulster,1984,3333,828,56,256,59,457,2505,124,794,762,825
Unknown-NonNYS,1984,186,176,11,62,2,101,10,0,1,2,7
Unknown NYC county,1984,94,61,4,26,0,31,33,2,3,8,20
Warren,1984,1771,313,14,74,9,216,1458,19,775,374,290
Washington,1984,1086,217,8,56,40,113,869,18,404,164,283
Wayne,1984,2369,343,17,108,31,187,2026,43,843,466,674
Westchester,1984,14366,3947,387,1374,130,2056,10419,1418,3111,3421,2469
Wyoming,1984,621,126,5,29,11,81,495,21,178,115,181
Yates,1984,210,36,1,9,5,21,174,1,56,50,67
Albany,1983,6317,1706,139,632,126,809,4611,158,1851,1361,1241
Allegany,1983,688,162,4,17,26,115,526,12,143,182,189
Bronx,1983,33521,18969,2770,9017,42,7140,14552,3282,1222,4279,5769
Broome,1983,2995,702,45,197,79,381,2293,61,579,934,719
Cattaraugus,1983,1243,236,18,50,46,122,1007,19,391,328,269
Cayuga,1983,1205,227,19,65,20,123,978,4,317,355,302
Chautauqua,1983,2086,390,39,89,71,191,1696,26,604,582,484
Chemung,1983,1728,387,18,111,40,218,1341,14,361,627,339
Chenango,1983,946,140,10,38,21,71,806,8,305,247,246
Clinton,1983,1800,368,22,106,26,214,1432,86,524,509,313
Columbia,1983,1390,346,37,91,20,198,1044,34,372,290,348
Cortland,1983,1289,207,6,52,12,137,1082,17,403,309,353
Delaware,1983,753,180,9,41,21,109,573,19,150,187,217
Dutchess,1983,4859,1258,69,414,114,661,3601,124,1478,1026,973
Erie,1983,19980,5026,274,2009,238,2505,14954,934,4412,5110,4498
Essex,1983,689,170,4,30,14,122,519,13,175,170,161
Franklin,1983,853,175,12,38,21,104,678,17,206,234,221
Fulton,1983,653,150,6,42,13,89,503,4,150,201,148
Genesee,1983,1127,189,8,35,34,112,938,9,492,196,241
Greene,1983,639,207,10,65,10,122,432,11,172,110,139
Hamilton,1983,84,23,3,5,3,12,61,0,24,14,23
Herkimer,1983,822,177,1,41,19,116,645,15,186,257,187
Jefferson,1983,1341,338,17,75,42,204,1003,44,333,281,345
Kings,1983,46130,27508,2411,14942,91,10064,18622,3763,1036,8007,5816
Lewis,1983,193,31,1,10,7,13,162,4,67,44,47
Livingston,1983,1340,198,10,37,33,118,1142,16,391,356,379
Madison,1983,1105,216,3,60,27,126,889,12,364,237,276
Monroe,1983,14371,3188,174,1137,307,1570,11183,295,2798,4429,3661
Montgomery,1983,886,196,13,34,36,113,690,15,269,215,191
Nassau,1983,15216,4454,334,1568,153,2399,10762,939,3845,3633,2345
New York,1983,93976,36106,9107,12897,112,13990,57870,13720,822,20486,22842
Niagara,1983,3642,890,25,324,55,486,2752,63,851,1014,824
Oneida,1983,3172,837,59,275,57,446,2335,64,662,795,814
Onondaga,1983,7777,2451,209,932,92,1218,5326,94,1301,2097,1834
Ontario,1983,1742,267,3,66,66,132,1475,20,464,461,530
Orange,1983,6972,1772,191,564,190,827,5200,365,1833,1365,1637
Orleans,1983,735,155,3,50,23,79,580,32,187,145,216
Oswego,1983,1751,340,33,98,35,174,1411,30,455,494,432
Otsego,1983,920,158,6,31,21,100,762,11,291,248,212
Putnam,1983,1436,240,28,78,24,110,1196,60,659,190,287
Queens,1983,24628,13431,1623,5912,56,5840,11197,1796,1092,4346,3963
Rensselaer,1983,2411,526,22,174,42,288,1885,37,851,452,545
Richmond,1983,4378,1912,77,1019,3,813,2466,310,365,894,897
Rockland,1983,3115,907,115,278,77,437,2208,173,641,648,746
Saratoga,1983,3519,567,44,160,53,310,2952,61,1304,795,792
Schenectady,1983,2467,501,37,140,69,255,1966,34,775,592,565
Schoharie,1983,547,75,7,13,10,45,472,6,142,165,159
Schuyler,1983,304,60,3,15,14,28,244,3,96,51,94
Seneca,1983,916,111,2,31,24,54,805,4,383,189,229
Steuben,1983,1311,267,15,79,34,139,1044,13,314,383,334
St. Lawrence,1983,2453,412,27,82,71,232,2041,94,725,653,569
Suffolk,1983,21617,5675,557,1914,319,2885,15942,1116,8504,3196,3126
Sullivan,1983,2606,640,31,216,49,344,1966,65,754,665,482
Tioga,1983,780,155,7,20,34,94,625,14,240,153,218
Tompkins,1983,1578,268,15,68,20,165,1310,16,450,456,388
Ulster,1983,3305,825,69,299,69,388,2480,116,1046,597,721
Unknown-NonNYS,1983,168,164,10,64,2,88,4,0,1,1,2
Unknown NYC county,1983,165,98,6,44,0,48,67,10,5,17,35
Warren,1983,1684,301,36,82,27,156,1383,44,684,365,290
Washington,1983,1065,262,20,51,37,154,803,12,323,195,273
Wayne,1983,2469,367,9,123,77,158,2102,38,1023,464,577
Westchester,1983,13604,4065,314,1404,137,2210,9539,1024,2661,3390,2464
Wyoming,1983,569,90,6,13,6,65,479,8,150,136,185
Yates,1983,262,66,2,16,14,34,196,3,68,65,60
Albany,1982,6405,1684,180,642,122,740,4721,188,1789,1384,1360
Allegany,1982,596,102,0,18,16,68,494,4,120,149,221
Bronx,1982,31975,18993,2519,8930,74,7470,12982,2559,805,3863,5755
Broome,1982,3093,703,45,240,72,346,2390,92,607,979,712
Cattaraugus,1982,1266,227,9,55,35,128,1039,40,413,291,295
Cayuga,1982,1300,221,19,44,16,142,1079,22,286,401,370
Chautauqua,1982,2094,387,11,102,72,202,1707,26,605,586,490
Chemung,1982,1738,420,25,129,57,209,1318,11,357,569,381
Chenango,1982,881,149,3,39,15,92,732,10,194,287,241
Clinton,1982,1741,354,13,97,29,215,1387,55,410,604,318
Columbia,1982,1293,347,39,99,14,195,946,26,289,260,371
Cortland,1982,1372,281,7,75,11,188,1091,42,415,304,330
Delaware,1982,842,160,8,37,7,108,682,14,180,245,243
Dutchess,1982,4965,1273,118,426,87,642,3692,172,1325,1177,1018
Erie,1982,20792,5686,400,2080,174,3032,15106,827,4268,5507,4504
Essex,1982,928,210,10,75,24,101,718,23,261,191,243
Franklin,1982,898,160,10,35,17,98,738,27,225,236,250
Fulton,1982,630,182,11,44,19,108,448,7,118,159,164
Genesee,1982,1576,254,27,57,54,116,1322,55,737,252,278
Greene,1982,803,238,20,54,9,155,565,27,188,159,191
Hamilton,1982,92,28,5,5,2,16,64,5,31,16,12
Herkimer,1982,797,147,12,42,24,69,650,17,219,212,202
Jefferson,1982,1366,367,27,109,32,199,999,32,358,283,326
Kings,1982,46683,26686,2105,14807,63,9711,19997,4209,819,8758,6211
Lewis,1982,194,50,0,9,9,32,144,2,72,30,40
Livingston,1982,1328,161,8,40,16,97,1167,15,261,428,463
Madison,1982,1056,223,17,74,17,115,833,8,343,234,248
Monroe,1982,13774,3179,101,1164,265,1649,10595,248,2559,4190,3598
Montgomery,1982,730,152,7,36,25,84,578,26,163,188,201
Nassau,1982,16361,4807,509,1635,153,2510,11554,954,4134,4119,2347
New York,1982,85242,35721,8590,12866,108,14157,49521,9758,407,18901,20455
Niagara,1982,3514,932,33,357,42,500,2582,69,728,908,877
Oneida,1982,3031,710,28,216,41,425,2321,77,650,824,770
Onondaga,1982,8086,2620,256,1028,105,1231,5466,153,1134,2243,1936
Ontario,1982,1573,259,10,67,45,137,1314,20,446,422,426
Orange,1982,6204,1531,134,476,143,778,4673,318,1339,1424,1592
Orleans,1982,738,146,3,49,26,68,592,10,205,164,213
Oswego,1982,1657,302,15,87,30,170,1355,25,470,477,383
Otsego,1982,982,153,12,34,15,92,829,15,349,261,204
Putnam,1982,1611,282,37,71,12,162,1329,69,772,208,280
Queens,1982,24998,13730,1206,6353,78,6093,11268,2045,699,4399,4125
Rensselaer,1982,2254,543,20,217,39,267,1711,25,614,480,592
Richmond,1982,3967,1844,55,1015,5,769,2123,184,207,963,769
Rockland,1982,2757,802,91,258,43,410,1955,172,456,654,673
Saratoga,1982,3213,566,36,150,46,334,2647,57,1008,815,767
Schenectady,1982,2495,473,26,158,57,232,2022,29,787,599,607
Schoharie,1982,556,135,24,21,5,85,421,11,160,93,157
Schuyler,1982,294,72,0,18,12,42,222,0,65,69,88
Seneca,1982,978,142,10,25,32,75,836,12,358,195,271
Steuben,1982,1225,227,7,62,22,136,998,5,369,286,338
St. Lawrence,1982,2682,421,40,107,63,211,2261,104,799,784,574
Suffolk,1982,21337,5756,457,2144,233,2922,15581,851,8356,3369,3005
Sullivan,1982,2629,618,52,198,51,317,2011,101,571,809,530
Tioga,1982,796,173,13,36,30,94,623,21,246,150,206
Tompkins,1982,1640,297,14,81,15,187,1343,16,558,474,295
Ulster,1982,3257,801,53,226,37,485,2456,119,708,779,850
Unknown-NonNYS,1982,151,146,6,46,1,93,5,0,1,2,2
Unknown NYC county,1982,995,503,79,224,0,200,492,107,8,166,211
Warren,1982,1293,263,17,78,11,157,1030,23,339,362,306
Washington,1982,901,201,4,66,18,113,700,8,250,187,255
Wayne,1982,2363,363,14,98,56,195,2000,47,937,483,533
Westchester,1982,13866,4299,324,1593,111,2271,9567,1045,2422,3774,2326
Wyoming,1982,560,113,7,23,9,74,447,7,125,130,185
Yates,1982,276,69,1,17,15,36,207,5,59,68,75
Albany,1981,6453,1737,158,601,81,897,4716,221,1483,1502,1510
Allegany,1981,592,104,5,20,11,68,488,5,147,144,192
Bronx,1981,26993,17548,2231,7421,2,7894,9445,1649,519,3747,3530
Broome,1981,3129,690,48,140,54,448,2439,69,502,1155,713
Cattaraugus,1981,1283,272,10,69,31,162,1011,40,369,319,283
Cayuga,1981,1208,198,7,39,12,140,1010,23,268,360,359
Chautauqua,1981,2147,399,26,113,45,215,1748,44,599,651,454
Chemung,1981,1595,392,16,103,21,252,1203,16,274,591,322
Chenango,1981,788,164,7,32,16,109,624,14,174,229,207
Clinton,1981,1836,404,30,100,20,254,1432,87,392,661,292
Columbia,1981,1149,264,12,57,17,178,885,16,252,264,353
Cortland,1981,1202,226,19,49,7,151,976,39,312,288,337
Delaware,1981,809,165,9,39,13,104,644,17,120,284,223
Dutchess,1981,4370,1100,64,285,43,708,3270,109,1087,1260,814
Erie,1981,18430,5320,313,1772,144,3091,13110,614,2547,5765,4184
Essex,1981,913,223,6,64,14,139,690,47,228,205,210
Franklin,1981,1129,199,10,40,14,135,930,40,354,299,237
Fulton,1981,677,162,12,31,4,115,515,10,137,206,162
Genesee,1981,1033,187,4,36,24,123,846,11,318,233,284
Greene,1981,657,173,14,43,1,115,484,15,155,166,148
Hamilton,1981,98,20,1,5,1,13,78,4,34,17,23
Herkimer,1981,725,161,7,34,6,114,564,17,174,212,161
Jefferson,1981,1318,352,22,70,33,227,966,47,284,319,316
Kings,1981,41991,25759,1970,13127,10,10652,16232,2770,502,7635,5325
Lewis,1981,227,71,4,9,8,50,156,9,65,29,53
Livingston,1981,1200,182,14,27,5,136,1018,11,272,365,370
Madison,1981,1108,225,13,49,28,135,883,20,329,282,252
Monroe,1981,13388,3108,130,1011,277,1690,10280,220,2741,3966,3353
Montgomery,1981,635,110,7,27,16,60,525,13,187,181,144
Nassau,1981,15255,4649,467,1384,112,2686,10606,988,3304,4078,2236
New York,1981,67849,32014,6767,11337,64,13846,35835,6929,197,10139,18570
Niagara,1981,3628,954,27,320,28,579,2674,69,731,940,934
Oneida,1981,2899,811,74,217,26,494,2088,68,557,749,714
Onondaga,1981,7360,2372,189,786,55,1342,4988,165,931,2178,1714
Ontario,1981,1508,275,16,50,45,164,1233,28,380,395,430
Orange,1981,6096,1451,67,427,134,823,4645,204,1199,1724,1518
Orleans,1981,722,176,20,50,23,83,546,13,136,177,220
Oswego,1981,1569,282,16,65,15,186,1287,22,359,526,380
Otsego,1981,1069,199,16,36,12,135,870,14,356,309,191
Putnam,1981,1392,318,29,89,5,195,1074,65,523,234,252
Queens,1981,23294,13195,1301,5900,12,5982,10099,2088,475,3740,3796
Rensselaer,1981,2628,621,40,209,49,323,2007,63,795,530,619
Richmond,1981,4038,1899,94,882,2,921,2139,192,178,972,797
Rockland,1981,3062,938,77,283,48,530,2124,105,428,881,710
Saratoga,1981,3495,670,36,127,38,469,2825,70,1043,880,832
Schenectady,1981,2597,466,45,132,40,249,2131,30,677,731,693
Schoharie,1981,566,127,6,19,8,94,439,10,187,107,135
Schuyler,1981,269,58,3,14,4,37,211,4,34,83,90
Seneca,1981,868,111,0,18,36,57,757,10,239,253,255
Steuben,1981,1194,232,13,50,22,147,962,15,290,335,322
St. Lawrence,1981,2723,445,19,96,65,265,2278,67,707,833,671
Suffolk,1981,18936,5599,502,1791,82,3224,13337,584,6347,3491,2915
Sullivan,1981,2407,671,55,210,37,369,1736,100,481,660,495
Tioga,1981,685,119,9,23,17,70,566,19,213,148,186
Tompkins,1981,1385,270,25,63,8,174,1115,14,358,460,283
Ulster,1981,3126,772,33,186,27,526,2354,121,632,832,769
Unknown-NonNYS,1981,187,177,16,54,0,107,10,1,3,6,0
Unknown NYC county,1981,2658,1276,138,573,4,561,1382,218,11,376,777
Warren,1981,1412,306,8,56,4,238,1106,9,318,438,341
Washington,1981,869,243,5,55,19,164,626,13,208,176,229
Wayne,1981,2461,364,15,97,35,217,2097,71,981,508,537
Westchester,1981,13414,4386,298,1343,103,2642,9028,954,1900,3900,2274
Wyoming,1981,567,108,5,23,4,76,459,6,104,146,203
Yates,1981,340,65,0,14,16,35,275,8,84,99,84
Albany,1980,6335,1519,99,508,79,833,4816,257,1670,1476,1413
Allegany,1980,575,99,7,20,4,68,476,10,147,142,177
Bronx,1980,25062,16627,1501,6947,7,8172,8435,1243,470,3466,3256
Broome,1980,3238,695,43,158,51,443,2543,90,528,1098,827
Cattaraugus,1980,1280,238,11,43,23,161,1042,33,298,404,307
Cayuga,1980,1131,211,4,48,6,153,920,29,243,301,347
Chautauqua,1980,2091,412,39,76,40,257,1679,45,534,579,521
Chemung,1980,1550,383,19,86,12,266,1167,6,284,545,332
Chenango,1980,919,147,9,27,23,88,772,18,227,262,265
Clinton,1980,1683,357,27,55,22,253,1326,59,284,638,345
Columbia,1980,1183,276,13,68,12,183,907,36,233,294,344
Cortland,1980,1282,219,20,32,10,157,1063,27,330,334,372
Delaware,1980,736,145,10,21,10,104,591,36,104,235,216
Dutchess,1980,4425,1063,56,247,42,718,3362,122,911,1330,999
Erie,1980,17821,5033,283,1713,126,2911,12788,713,2465,5295,4315
Essex,1980,921,223,7,29,23,164,698,44,237,244,173
Franklin,1980,1028,182,0,32,8,142,846,25,274,289,258
Fulton,1980,621,130,3,23,11,93,491,4,148,198,141
Genesee,1980,761,200,5,41,22,132,561,9,91,219,242
Greene,1980,652,168,4,44,8,112,484,11,141,177,155
Hamilton,1980,102,27,0,4,3,20,75,5,29,17,24
Herkimer,1980,762,173,7,26,16,124,589,16,187,197,189
Jefferson,1980,1387,382,27,73,49,233,1005,29,378,290,308
Kings,1980,38705,24387,1137,10955,9,12286,14318,1311,616,6787,5604
Lewis,1980,306,83,11,11,9,52,223,8,94,62,59
Livingston,1980,1083,162,4,24,7,127,921,14,225,294,388
Madison,1980,1218,277,9,65,27,176,941,9,345,360,227
Monroe,1980,13014,2972,154,839,222,1757,10042,167,2677,4090,3108
Montgomery,1980,588,127,3,29,11,84,461,10,151,165,135
Nassau,1980,15855,5017,508,1319,92,3098,10838,1016,3007,4298,2517
New York,1980,57468,28304,4619,9659,14,14012,29164,5528,257,9123,14256
Niagara,1980,3528,969,41,284,17,627,2559,68,703,940,848
Oneida,1980,3179,847,48,213,28,558,2332,44,662,826,800
Onondaga,1980,7260,2329,161,768,71,1329,4931,154,1069,2069,1639
Ontario,1980,1558,255,11,41,43,160,1303,26,341,432,504
Orange,1980,6190,1626,116,451,123,936,4564,223,1105,1698,1538
Orleans,1980,680,178,4,52,27,95,502,4,135,133,230
Oswego,1980,1561,253,19,57,21,156,1308,23,345,564,376
Otsego,1980,919,171,9,48,12,102,748,14,228,300,206
Putnam,1980,1317,298,31,54,5,208,1019,53,461,246,259
Queens,1980,23510,14003,1412,5489,19,7083,9507,1389,491,4040,3587
Rensselaer,1980,2724,682,41,192,32,417,2042,60,725,576,681
Richmond,1980,3796,1810,71,790,0,949,1986,112,154,922,798
Rockland,1980,3474,947,85,257,38,567,2527,109,441,1084,893
Saratoga,1980,3631,629,37,147,32,413,3002,80,1154,924,844
Schenectady,1980,2607,495,50,123,48,274,2112,42,687,669,714
Schoharie,1980,481,139,14,22,8,95,342,10,129,110,93
Schuyler,1980,326,79,7,10,2,60,247,14,25,74,134
Seneca,1980,955,128,7,17,18,86,827,16,319,239,253
Steuben,1980,1107,259,11,56,18,174,848,12,262,274,300
St. Lawrence,1980,2430,462,35,68,60,299,1968,82,545,707,634
Suffolk,1980,19000,5942,422,1719,62,3739,13058,541,5723,3706,3088
Sullivan,1980,2492,645,57,187,44,357,1847,80,444,794,529
Tioga,1980,660,125,12,18,32,63,535,6,175,130,224
Tompkins,1980,1368,253,13,48,9,183,1115,24,285,464,342
Ulster,1980,3142,780,47,199,24,510,2362,105,576,796,885
Unknown-NonNYS,1980,186,170,11,70,0,89,16,1,0,7,8
Unknown NYC county,1980,3589,1719,202,642,0,875,1870,380,15,680,795
Warren,1980,1512,318,28,67,8,215,1194,20,393,399,382
Washington,1980,1066,238,3,66,29,140,828,18,262,238,310
Wayne,1980,2145,371,18,89,28,236,1774,66,748,438,522
Westchester,1980,12135,3983,215,1150,86,2532,8152,845,1656,3546,2105
Wyoming,1980,495,107,4,22,6,75,388,8,108,105,167
Yates,1980,361,64,2,7,13,42,297,4,86,101,106
Albany,1979,6534,1660,144,513,65,938,4874,224,1846,1418,1386
Allegany,1979,552,101,3,18,3,77,451,3,105,173,170
Bronx,1979,26409,17134,1406,7097,5,8626,9275,1536,465,3468,3806
Broome,1979,3129,750,31,172,58,489,2379,83,404,1088,804
Cattaraugus,1979,1207,229,12,36,21,160,978,16,285,339,338
Cayuga,1979,1141,201,9,26,4,162,940,18,224,377,321
Chautauqua,1979,2035,425,37,89,77,222,1610,39,529,579,463
Chemung,1979,1491,394,11,97,18,268,1097,19,239,534,305
Chenango,1979,826,149,3,19,13,114,677,10,195,234,238
Clinton,1979,1677,415,13,68,27,307,1262,54,259,597,352
Columbia,1979,1137,321,29,66,17,209,816,43,279,235,259
Cortland,1979,1060,206,7,42,2,155,854,10,256,352,236
Delaware,1979,693,171,15,20,8,128,522,24,64,255,179
Dutchess,1979,3891,1069,76,266,34,693,2822,84,637,1215,886
Erie,1979,19090,5287,271,1903,153,2960,13803,684,2521,5573,5025
Essex,1979,761,233,8,25,25,175,528,50,96,217,165
